"user_id"	"account"	"open_id"	"open_token"	"phone"	"password"	"photo"	"nick_name"	"add_date"	"edit_date"	"is_delete"	"remark"	"ip"	"parent_id"	"path"	"level"	"type"	"promotion_code"	"finance_id"	"finance_name"	"wechat_business_card"	"payment_password"	"promotion_poster"
"1"	"admin"	""	""	"admin"	"#"	""	""	"2019/3/9 10:15:08"	""	""	""	""	"0"	""	"0"	"0"	""	""	""	""	""	""
"620928814838452224"	"17854141391"	""	""	"17854141391"	"85a15ebde6b76d01e8ceaefeb91ee890"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/02924d59-c41f-4061-b8d6-1500250b5713.png"	"百度"	"2019/3/9 10:15:08"	"2019/3/16 13:44:10"	""	""	""	"621438751167483904"	"620928814838452224,621438751167483904"	"1"	"0"	"3d45d0bf"	""	""	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/62d4574a-0118-4819-9bb8-fc69db076f82.png"	"3084cc63fd2f7a5e5b7a03831c02f71b"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/19ea5e8b-f824-46c7-9bf2-693ce7600e44.png"
"620928814838452225"	"00480623389"	""	""	"00480623389"	"cbc6082467dcab670f8d1c77a7c001e9"	"00480623389"	""	"2019/3/9 10:15:08"	"2019/3/8 11:50:36"	""	""	""	"620928814838452224"	"620928814838452224,"	"2"	"0"	"8e238a00"	""	""	""	""	""
"620928814842646528"	"52946324042"	""	""	"52946324042"	"45e374c798b13abac9b0845738b03677"	"52946324042"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"cacf420f-246a-45c6-a630-ba7cd7037dcb"	""	""	""	""	""
"620928814842646529"	"70035278979"	""	""	"70035278979"	"195e59add5447f191bc901ec51f95258"	"70035278979"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"a3c53ce2-3d85-4c2c-adc5-7095f01f80ae"	""	""	""	""	""
"620928814842646530"	"62694864627"	""	""	"62694864627"	"3196c5739f9e9dfcfd60bb6ea4e3515d"	"62694864627"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"34c4ed00-ca51-49c9-aefc-101f4010f394"	""	""	""	""	""
"620928814842646531"	"53554386976"	""	""	"53554386976"	"fcf6bd05f69f550da24d0bf18a1f3167"	"53554386976"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"64163aef-b1ee-4434-a922-bf82065ee32b"	""	""	""	""	""
"620928814842646532"	"65556561154"	""	""	"65556561154"	"b08a45e81a521504840d563bd6546138"	"65556561154"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"d88d98f1-6aa2-4bfb-8868-0daaeb95dcb6"	""	""	""	""	""
"620928814842646533"	"26117900677"	""	""	"26117900677"	"6a844a1354ad4a851114424377aae516"	"26117900677"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"33784041-4c71-4021-b113-a69df906e070"	""	""	""	""	""
"620928814842646534"	"22958207524"	""	""	"22958207524"	"b50c3b56263f26e3898afac072cd26e5"	"22958207524"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"7f28b072-dfcc-48cf-b2d6-4fada0f4f608"	""	""	""	""	""
"620928814842646535"	"04713448404"	""	""	"04713448404"	"78f57b52fccf84fe50bc5e9287e0cff9"	"04713448404"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"04de869c-5649-4e4e-9743-5af9a607d34d"	""	""	""	""	""
"620928814842646536"	"99338421333"	""	""	"99338421333"	"2497c1a4f25ba58a28ae1aff0118373b"	"99338421333"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"7c8b4bd2-b7df-4be7-9bd8-c8d3631eeb1c"	""	""	""	""	""
"620928814846840832"	"90765513176"	""	""	"90765513176"	"74cf8203f21e4bbc635a92e15c471656"	"90765513176"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"f9a67cdf-3534-484b-8d86-67fc7af317a7"	""	""	""	""	""
"620928814846840833"	"25057002577"	""	""	"25057002577"	"11aba6224f390e2b150526472bd6157a"	"25057002577"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"b4b8158b-e942-4de1-85d0-d2aa52707c26"	""	""	""	""	""
"620928814846840834"	"14893179800"	""	""	"14893179800"	"fd098745ab7d5ac5844e187051ada91d"	"14893179800"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"9cbb33ed-d3bc-4ea0-8707-bef37add2b43"	""	""	""	""	""
"620928814846840835"	"56371305446"	""	""	"56371305446"	"7670c8d1d8dde59813bc337de5ef1fa6"	"56371305446"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"5699f189-4333-4035-8406-b15a1a101c8d"	""	""	""	""	""
"620928814846840836"	"66710678240"	""	""	"66710678240"	"d59652f82df1345e65768b620d6161ef"	"66710678240"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"abe205cd-fb71-4144-af63-ca0bf86c77da"	""	""	""	""	""
"620928814846840837"	"59103676520"	""	""	"59103676520"	"33fb90379cf6ad60dc77503326052e20"	"59103676520"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"e1a08567-495e-435e-bfae-ca46a6e00df2"	""	""	""	""	""
"620928814846840838"	"41331806979"	""	""	"41331806979"	"776bce2158b7bdf28699dbbbff1cea9d"	"41331806979"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"ee6f0c77-90f9-44c4-bd7a-ad8126598f99"	""	""	""	""	""
"620928814846840839"	"61533096841"	""	""	"61533096841"	"b418e223c7409e4254ba5e19fe966621"	"61533096841"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452225"	"620928814838452225,620928814838452224,"	""	"0"	"7f654676-1718-46d6-9fd7-330cfbf2746d"	""	""	""	""	""
"620928814846840840"	"76544270049"	""	""	"76544270049"	"59cd8f4786adf2d9b7863b426dbb0127"	"76544270049"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814838452224"	"620928814838452224,"	""	"0"	"f53eb6b8-4964-43d9-9dbb-e5f5781d038e"	""	""	""	""	""
"620928814846840841"	"99990895985"	""	""	"99990895985"	"11cfe7462470395053290e0a7dd6ec85"	"99990895985"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814846840840"	"620928814846840840,620928814838452224,"	""	"0"	"9863c961-9b3e-4a85-bd34-2e774c12a272"	""	""	""	""	""
"620928814846840842"	"96114739700"	""	""	"96114739700"	"49a78147e7295944ae6a324fce5ba2f7"	"96114739700"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814846840841"	"620928814846840841,620928814846840840,620928814838452224,"	""	"0"	"5815133b-3c05-4d25-8573-94d9e8c624d0"	""	""	""	""	""
"620928814851035136"	"40116501121"	""	""	"40116501121"	"863144d74c9b4c8316a9b0b27e9e561c"	"40116501121"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814846840841"	"620928814846840841,620928814846840840,620928814838452224,"	""	"0"	"534375bc-83c4-4c63-b063-14894b20b7a6"	""	""	""	""	""
"620928814851035137"	"67280358539"	""	""	"67280358539"	"46d297d5a7a03720d615a1a7fe6a805e"	"67280358539"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814846840840"	"620928814846840840,620928814838452224,"	""	"0"	"4dcb699a-74df-4108-bb2f-375af0a6a478"	""	""	""	""	""
"620928814851035138"	"68993244149"	""	""	"68993244149"	"2d3f88c280a782a4d8a6a4a1995bc8b1"	"68993244149"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814851035137"	"620928814851035137,620928814846840840,620928814838452224,"	""	"0"	"40635476-e918-4c67-baae-4a87a79bbf8b"	""	""	""	""	""
"620928814851035139"	"87899599041"	""	""	"87899599041"	"977b5ba3f00ce6cdadeb533608a366ea"	"87899599041"	""	"2019/3/9 10:15:08"	""	""	""	""	"620928814846840840"	"620928814846840840,620928814838452224,"	""	"0"	"b02abfe9-6f01-48d8-b158-b02276e407a0"	""	""	""	""	""
